2 -0.637552 -0.639264 -0.639716
2 -0.645401 -0.647055 -0.647492
2 -0.587533 -0.585462 -0.583848
2 1.721883 1.903118 2.023528
2 -0.592227 -0.593795 -0.594357
2 -0.392068 -0.308898
2 -0.769523 -0.801188
2 1.155303 1.123602
2 -0.931954 -0.963936
2 -1.295701 -1.327421
2 -0.427636 -0.458976
0 1.195936 1.192880
2 -0.558390 -0.588639
2 -0.598067 -0.620096
2 -0.791072 -0.813008
0 1.087904 1.131093 1.160932
2 -0.757978 -0.791072
0 1.611503 1.655775 1.675036
2 -0.499657 -0.533074
2 -0.629288 -0.662510
2 -0.735233 -0.768426
0 -0.629288 -0.662510 -0.690880
2 1.611503 1.655775
2 -0.568051 -0.568967
2 -0.654698 -0.607994
2 -0.528198 -0.476624
2 -0.650039 -0.600920
2 1.097948 1.054185
2 1.597388 1.567568
2 -0.591587 -0.620880
2 1.703738 1.700548
0 0.748737 0.484444
0 0.647252 0.375030
1 -0.442074 -0.334412 -0.124858
1 -0.610168 -0.537435 -0.465031
1 -1.111238 -1.038109 -0.963577
1 -0.537435 -0.465031 -0.358535
1 -0.476624 -0.392068 -0.308898
1 -0.474836 -0.406916 -0.327808
1 -0.396333 -0.334147 -0.200001
1 -0.177446 0.158246 0.350285
1 1.520048 1.611503 1.655775
1 0.987551 1.203785 1.406541
1 -0.528198 -0.476624 -0.392068
1 -0.358535 -0.283136 -0.177446
1 0.158246 0.350285 0.482410
1 1.718231 1.824883 1.847163
1 1.619746 1.700162 1.733636
1 -0.607994 -0.540509 -0.412173
1 -0.253204 -0.098128 0.079075
1 0.482410 0.603807 0.797104
1 0.797104 0.987551 1.203785
1 1.406541 1.596246 1.712831
1 0.314894 0.525119 0.694554
1 1.135645 1.341455 1.520048
1 1.066654 1.253906 1.443737
1 1.443737 1.619746 1.700162
1 0.657064 0.776174 0.856013
1 -0.392068 -0.308898 -0.011157
1 -0.334412 -0.124858 0.092937
1 1.085862 1.246498 1.418712
1 0.503035 0.657064 0.776174
1 1.203785 1.406541 1.596246
1 -0.406916 -0.327808 -0.252463
1 1.296067 1.503537 1.721883
1 1.341455 1.520048 1.611503
1 0.776174 0.856013 0.955077
1 0.500760 0.628002 0.738855
1 0.253075 0.480886 0.681988
1 0.887148 1.135645 1.341455
1 0.955077 1.101513 1.296067
1 -0.412173 -0.253204 -0.098128
1 -0.200001 -0.084494 0.100837
1 -0.507968 -0.442074 -0.334412
1 0.350285 0.482410 0.603807
1 1.246498 1.418712 1.588439
1 -0.070798 0.112651 0.253075
1 0.738855 0.854198 0.944192
1 1.721883 1.903118 2.023528
1 1.903118 2.023528 2.041074
1 0.618751 0.887148 1.135645
1 0.079075 0.226020 0.379002
1 -0.283136 -0.177446 0.158246
1 0.525119 0.694554 0.807807
1 1.503537 1.721883 1.903118
1 0.944192 1.025043 1.087904
1 0.807807 0.927740 1.085862
1 0.872822 1.066654 1.253906
1 1.253906 1.443737 1.619746
1 0.854198 0.944192 1.025043
1 0.856013 0.955077 1.101513
1 -0.098128 0.079075 0.226020
1 1.596246 1.712831 1.778815
1 -0.327808 -0.252463 -0.070798
1 0.927740 1.085862 1.246498
1 0.287115 0.437996 0.618751
1 0.379002 0.500760 0.628002
1 0.628002 0.738855 0.854198
1 1.588439 1.718231 1.824883
1 -0.084494 0.100837 0.314894
1 -1.038109 -0.963577 -0.879187
1 0.694554 0.807807 0.927740
1 0.226020 0.379002 0.500760
1 0.603807 0.797104 0.987551
1 0.681988 0.872822 1.066654
1 1.101513 1.296067 1.503537
1 0.437996 0.618751 0.887148
1 -0.334147 -0.200001 -0.084494
1 -0.252463 -0.070798 0.112651
1 0.480886 0.681988 0.872822
1 0.296607 0.503035 0.657064
1 -0.472912 -0.396333 -0.334147
1 -0.963577 -0.879187 -0.817756
1 0.100837 0.314894 0.525119
1 -0.308898 -0.011157 0.287115
1 0.112651 0.253075 0.480886
1 -0.011157 0.287115 0.437996
1 -0.540509 -0.412173 -0.253204
1 -0.465031 -0.358535 -0.283136
0 -0.125578 -0.380161
0 0.467997 0.136193 -0.020964
0 1.202237 1.199125
0 0.375030 0.098528 -0.125578
0 -0.664117 -0.664296 -0.661198
0 1.634432 1.622116 1.597388
1 1.025043 1.087904 1.131093
2 -0.577437 -0.598067
2 -0.458976 -0.479632
2 -0.476624 -0.392068
2 -0.963577 -0.879187
0 -0.538904 -0.516001 -0.474836
0 -0.700135 -0.650039
0 0.647252 0.375030 0.098528
0 -0.442074 -0.334412 -0.124858
0 -0.700897 -0.735233 -0.768426
0 -0.637172 -0.640290
1 -0.879187 -0.817756 -0.778333
0 -0.650039 -0.600920 -0.577893
0 -0.906539 -0.931954 -0.963936
0 -0.635318 -0.623604
0 -0.650039 -0.600920
1 -0.654698 -0.607994 -0.540509
2 -0.628704 -0.627467
2 1.831633 1.831633
2 1.919030 1.919030
2 1.688687 1.688687
2 1.777396 1.777396
2 -0.505166 -0.517643
2 2.024544 2.024544
2 -0.642412 -0.643337
2 1.189384 1.189384
2 -0.813008 -0.826093
2 -0.757978 -0.791072 -0.813008
2 -0.772514 -0.772908
2 -0.700135 -0.650039
2 -0.563018 -0.570643 -0.578650
0 2.024544 2.024544 2.027399
1 1.520048 1.611503
1 1.619746 1.700162
1 -1.111238 -1.038109
1 1.718231 1.824883
1 -0.442074 -0.334412
1 -0.610168 -0.537435
1 0.987551 1.203785
1 1.203785 1.406541
1 1.406541 1.596246
1 -0.474836 -0.406916
1 -0.358535 -0.283136
1 1.296067 1.503537
1 0.314894 0.525119
1 -0.412173 -0.253204
1 -0.537435 -0.465031
1 -0.406916 -0.327808
1 1.025043 1.087904
1 -0.200001 -0.084494
1 0.618751 0.887148
1 0.776174 0.856013
1 0.379002 0.500760
1 0.854198 0.944192
1 1.712831 1.778815
1 0.437996 0.618751
1 0.480886 0.681988
1 -0.507968 -0.442074
1 -1.038109 -0.963577
1 0.944192 1.025043
1 1.596246 1.712831
1 -0.396333 -0.334147
1 0.694554 0.807807
1 0.807807 0.927740
1 -0.392068 -0.308898
1 0.856013 0.955077
1 1.721883 1.903118
1 0.738855 0.854198
1 1.085862 1.246498
1 0.872822 1.066654
1 1.101513 1.296067
1 -0.334412 -0.124858
1 -0.253204 -0.098128
1 -0.327808 -0.252463
1 0.482410 0.603807
1 0.525119 0.694554
1 1.503537 1.721883
1 0.500760 0.628002
1 0.797104 0.987551
0 0.467997 0.136193
1 -0.283136 -0.177446
1 -0.177446 0.158246
1 1.246498 1.418712
1 0.887148 1.135645
1 1.135645 1.341455
1 1.341455 1.520048
1 1.443737 1.619746
1 0.158246 0.350285
1 0.350285 0.482410
1 0.603807 0.797104
1 0.657064 0.776174
1 0.079075 0.226020
1 0.253075 0.480886
1 -0.334147 -0.200001
1 0.927740 1.085862
1 0.955077 1.101513
1 0.628002 0.738855
1 0.226020 0.379002
1 -0.308898 -0.011157
1 0.112651 0.253075
1 0.100837 0.314894
1 -0.011157 0.287115
1 -0.070798 0.112651
1 1.903118 2.023528
1 -0.540509 -0.412173
1 0.287115 0.437996
1 -0.465031 -0.358535
1 -0.472912 -0.396333
1 -0.963577 -0.879187
1 -0.879187 -0.817756
0 1.097948 1.054185
0 1.835357 1.836373
1 -1.151043 -1.111238 -1.038109
0 0.225076 -0.012778
0 -0.644908 -0.645182 -0.645991
1 -0.649664 -0.610168 -0.537435
1 -0.565836 -0.507265 -0.472912
0 1.845811 1.842493
1 -0.565836 -0.507265
0 -0.672518 -0.654698 -0.607994
0 -0.591587 -0.620880 -0.659319
1 -0.516001 -0.474836 -0.406916
1 -0.700135 -0.650039 -0.600920
0 -0.654698 -0.607994
0 -0.608143 -0.608754 -0.609322
0 -0.859819 -0.881157
0 0.098528 -0.125578
0 1.721883 1.903118 2.023528
0 -0.599269 -0.598259
1 1.712831 1.778815 1.793849
0 0.145045 0.030856
0 -0.659319 -0.700897
0 -0.595785 -0.599108
1 -0.719169 -0.663840
0 -0.660987 -0.661562 -0.662256
2 1.776850 1.776228
1 -0.507265 -0.472912 -0.396333
0 -0.772514 -0.772908
2 1.806575 1.781747
2 1.622116 1.597388
2 -0.479632 -0.505166
2 1.123602 1.097948
